Ragione sociale;Tipo organizzazione;Indirizzo;Comune;Telefono;Email;Referente Email
PIKALU SRL;AZIENDA;VIA INGELHEIM,53;SAN PIETRO IN CARIANO;457704801;info@athleta.it;
USR VENETO-UAT VII VERONA;AZIENDA;VIA CADUTI DEL LAVORO,3;VERONA;458086511;usp.vr@istruzione.it;
CAD & CO SAS;AZIENDA;VIA VALPARADISO ,3;NEGRAR;;;
BERTI AUTOTRASPORTI SRL;AZIENDA;VIA BRENNERO,182;TRENTO;0461/951016;info@bertiautotrasporti.it;
ZARA ITALIA SRL;AZIENDA;LARGOCORSIA DEI SERVI,3;MILANO;28180081;ZaraHighSchool@it.inditex.com;
ZARA ITALIA SRL;AZIENDA;LARGOCORSIA DEI SERVI,3;MILANO;28180081;ZaraHighSchool@it.inditex.com;
ZARA ITALIA SRL;AZIENDA;LARGOCORSIA DEI SERVI,3;MILANO;28180081;ZaraHighSchool@it.inditex.com;
VIERRE SISTEM SRL;AZIENDA;VIA DELL'ARTIGIANATO;SOMMACAMPAGNA;458581212;info@vierresistem.it;
FIORIO SPA;AZIENDA;TRENTO,35;PESCANTINA;456760333;fiorio@fiorio.it;
CALZEDONIA S.P.A.;AZIENDA;VIA SALIERI, 30;VALLESE;456997153;info@calzedonia.it;
EXTENSYS SRL;AZIENDA;VIA DELL'ARTIGIANATO,23;PASTRENGO;456269301;info@extensys.it;
NICOLIS IMPIANTI SRL;AZIENDA;VIA EX-INTERNATI,5/B;PESCANTINA;456704275;amministrazione@nicolisimpianti.it;
ASSOCIAZIONE VERONA FABLAB;ASSOCIAZIONE;VIALE DEL LAVORO,2;GREZZANA;3440458663;info@veronafablab.it;
ASSOCIAZIONE VERONA FABLAB;ASSOCIAZIONE;VIALE DEL LAVORO,2;GREZZANA;3440458663;info@veronafablab.it;
NICOLIS INFORMATICA & SERVIZI SRL;AZIENDA;VIA CASCINA VERDE, 2;VILLAFRANCA DI VERONA;456334040;amministrazione@nicolis.com;
EVEREL GROUP S.P.A.;AZIENDA;VIA CAVOUR 9;VALEGGIO SUL MINCIO;456313711;francesco.salvoro@everelgroup.com;
METIS SOLUTIONS SRL;AZIENDA;VIALE DEI COMMERCIO,47;VERONA;458069295;info@metisnet.it;
GARDALAND SRL;AZIENDA;VIA DERNA 4;CASTELNUOVO DEL GARDA;456449839;ilenia.mazzai@gardaland.it;
GARDALAND SRL;AZIENDA;VIA DERNA 4;CASTELNUOVO DEL GARDA;456449839;ilenia.mazzai@gardaland.it;
G.N.T. DI GULLO NUNZIO;AZIENDA;VIA S.ANTONIO 6;BRENZONE;3338460993;nunziogullo@alice.it;
CENTROFER STIZZOLI S.R.L.;AZIENDA;VIA MAIELLA 4/C;VERONA;458920888;info@centrofer.it;
AP CONSULTING  S.R.L.;AZIENDA;VIA ARCHIMEDE, 10;SAN MARTINO BUON ALBERGO;456888530;amministrazione@apconsulting,net;
T.G. CAR SRL;AZIENDA;VIALE DELL'INDISTRIA,13;CALDIERO;456150339;info@tgcarcarrellielevatori.it;
INECO AUTO SPA;AZIENDA;VIA GALILEI 1;BOLZANO;045 8204437;service.pd@ineco.it;
GLAXOSMITHKLINE MANUFACTURING S.P.A.;AZIENDA;VIA FLEMING, 2;VERONA;521526111;federica.e.marenghi@gsk.com;
GLAXOSMITHKLINE MANUFACTURING S.P.A.;AZIENDA;VIA FLEMING, 2;VERONA;521526111;federica.e.marenghi@gsk.com;
GLAXOSMITHKLINE MANUFACTURING S.P.A.;AZIENDA;VIA FLEMING, 2;VERONA;521526111;federica.e.marenghi@gsk.com;
GLAXOSMITHKLINE MANUFACTURING S.P.A.;AZIENDA;VIA FLEMING, 2;VERONA;521526111;federica.e.marenghi@gsk.com;
LACHIVER SERVIZI S.R.L.;AZIENDA;VIA LEONCINO,10;VERONA;45800914;servizi@lachiver.com;
NOI VERONA;ASSOCIAZIONE;PIAZZA CARLO EDELE 21;GREZZANA;458538066;segreteria @noiverona.com;
NOI VERONA;ASSOCIAZIONE;PIAZZA CARLO EDELE 21;GREZZANA;458538066;segreteria @noiverona.com;
NOI VERONA;ASSOCIAZIONE;PIAZZA CARLO EDELE 21;GREZZANA;458538066;segreteria @noiverona.com;
CROCE VERDE PAV VERONA;AZIENDA;POLVERIERA VECCHIA,2;VERONA;45581675;;
DS SMITH PACKAGING ITALIA SPA;AZIENDA;VIALE PASUBIO,6;MILANO;456649711;daniele.moretto@dssmith.com;
MULTILOGISTICS SPA;AZIENDA;VIA F.FERMI,11;VERONA;45995169;sguardiano@multilogistics.net;
F.A.B.I. BANCARI ITALIANI;AZIENDA;VICOLO GHIAIA,5;VERONA;458006114;sab.vr@fabi.it;
LEPANTO 2 SRL;AZIENDA;VIA DOSDEGA',24;VILLAFRANCA DI VERONA;45513777;lepanto@lepanto.it;
VERONA DENTAL MAGAZINE SRL;AZIENDA;VIA PACINOTTI,17;VERONA;458213279;vrdentalmagazine@gmail.com;
VERONA DENTAL MAGAZINE SRL;AZIENDA;VIA PACINOTTI,17;VERONA;458213279;vrdentalmagazine@gmail.com;
DOUBLER SNC;AZIENDA;VIA MANTOVANA,91/D;VERONA;3933987063;;
IDEALCOPY SRL;AZIENDA;V.LE DELLA FIERA,6/B;VERONA;45504399;;
CAMON SPA;AZIENDA;VIA LUCIO COSENTINI 1;ALBAREDO D'ADIGE;456608511;camon@camon.it;
LESSINIAFOOD;AZIENDA;VIA S.ANTONIO,27;BOSCO CHIESANUOVA;3407673507;info@lessiniafood.it;
GEA IMAFORNI S.P.A.;AZIENDA;STRA',158;COLOGNOLA AI COLLI;456174711;nicola.piccoli@gea.com;
GEA IMAFORNI S.P.A.;AZIENDA;STRA',158;COLOGNOLA AI COLLI;456174711;nicola.piccoli@gea.com;
GEA IMAFORNI S.P.A.;AZIENDA;STRA',158;COLOGNOLA AI COLLI;456174711;nicola.piccoli@gea.com;
PROGETTO.STUDIO - ARCHITETTO TONEL FAUSTO;AZIENDA;VIA CARLO ALBERTO,32;BOVOLONE;3386950780;progetto.studio@hotmail.it;
ANDREA BURATO CONSULENZE INFORMATICHE;AZIENDA;VIA VALPOLICELLA,35;NEGRAR;3467229679;a.b@andreaburato.it;
CIESSE SPA;AZIENDA;VIA GIUSEPPE DI VITTORIO,66;RIGNANO SULL'ARNO;55696417;ciesse@ciesse-spa.it;
PIANETA LC SRL;AZIENDA;DANTE ALIGHIERI.2-I;POVEGLIANO VERONESE;458941100;lorenzoconvertinopubblicita@gmail.com;
ROBBI GROUP SRL;AZIENDA;VIA DELL'INDUSTRIA 7;VERONELLA;44247700;robbi@robbispa.com;
KSE SRL ELETTRONICA;AZIENDA;VIA DELL'INDUSTRIA 37/B;ALONTE;444834077;KSE@KSE.IT;
ALPEGO S.P.A.;AZIENDA;VIA GIOVANNI E GIUSEPPE CENZATO,9;LONIGO;444646100;  valeria.zanin@alpego.com;
DEVINTERFACE SRL;AZIENDA;PASSAGGIO NAPOLEONE,642/A;DOLCE';452220713;info@interface.com;
CENTRO FORMAZIONE EXTRA SCOLASTICA E CULTURALE IO COMPUTER;AZIENDA;VIA FINCATO,88;VERONA;3493444519;info@iocomputer@gmail.com;
TRACONF SRL;AZIENDA;VIA DELL'INDUSTRIA;SONA;456083111;info@trancof.it;
TRACONF SRL;AZIENDA;VIA DELL'INDUSTRIA;SONA;456083111;info@trancof.it;
TRACONF SRL;AZIENDA;VIA DELL'INDUSTRIA;SONA;456083111;info@trancof.it;
TEODORO SRL;AZIENDA;VIA R.SANZIO,1;CALDIERO;3470651281;teodorocostruzioni@gmail.com;
GIAROLA & VERONESI SNC;AZIENDA;VIA PROVINCIALE SUD, 5;BUTTAPIETRA;456661684;;
GIAROLA & VERONESI SNC;AZIENDA;VIA PROVINCIALE SUD, 5;BUTTAPIETRA;456661684;;
HASLERRAIL ITALIA SSRL;AZIENDA;VIALE POSTUMIA 58/C;VILLAFRANCA DI VERONA;456304558;lucia.campo@haslerrail.com;
BIOLO TRASPORTI SRL;AZIENDA;VIA DELL'IMPRENTITORE,7;BUTTAPIETRA;456661340;info@biolotrasporti.it;
NEN SRLS;AZIENDA;VICOLO STELLA,12;VERONA;3406616082;nensrls12@gmail.com;
OA POINT GROUP SRL;AZIENDA;VIA LIGURIA,78;SONA;458511370;amministrazione@oapointgroup.it;
I CON SRL;AZIENDA;VIA ALBERE,25;VERONA;458167711;info@iconservizi.com;
SELVATRANSPORT SRL;AZIENDA;VIA DELL'INDUSTRIA,8;SAN BONIFACIO;457612548;info@selvatransport.it;
LS SISTEMI DI VIDALI LUCIANO;AZIENDA;VIA ADDA 1/B;SAN GIOVANNI LUPATOTO;45500477;info@lssistemi.it;
CENIGOMMA SRL UNIPERSONALE;AZIENDA;STRADA DELL'ALPO,26;VERONA;458283711;personale.arroweld@arroweld.com;
ELETTRO 81 SRL;AZIENDA;VIA VENETO,7;SONA;456081199;info@elettro81.eu;
KSS ITALIA SRL;AZIENDA;P.ZZA KENNEDY,4;TREGNAGO;45650911;erika.anselmi@joysonsafety.com;
OMNI SNC DI VENTURI LUCIANO E C.;AZIENDA;VIA FLAVIO GIOIA,8;VERONA;458200217;;
CIRCOLO IPPICO PULE ASD;AZIENDA;VIA FILISSIME,17;PESCANTINA;3405782962;pule@libero.it;
OSPEDALE P.PEDERZOLI;AZIENDA;VIA MONTE BALDO,24;PESCHIERA DEL GARDA;456449111;amministrazione@ospedalepederzoli.it;
GHEREG RUSLAN;AZIENDA;VIA TOMBETTA,142/A;VERONA;3207772476;ruslan_gr2003@yahoo.com;
DONATONI MACCHINE SRL;AZIENDA;VIA NAPOLEONE,14;S.AMBROGIO VP;456862548;info@donatonimacchine.eu;
DONATONI MACCHINE SRL;AZIENDA;VIA NAPOLEONE,14;S.AMBROGIO VP;456862548;info@donatonimacchine.eu;
ISGROUP SRL;AZIENDA;VICOLO MIRACOLI,1;VERONA;454853232;francesco.ongaro@isgroup.it;
EIS SRL;AZIENDA;LARGO PERLAR,12;VERONA;458271611;giorgia.demartin@teameis.it;
DIMENSIONE BAGNO;AZIENDA;VIA CAPO DI SOTTO 102;CASALEONE;335125384;info@dimensione-bagno.it;
SINAPSI SAS DI RECCHIA MIRCO & C;AZIENDA;VIA G.GALILEI,2/A;CASTEL D'AZZANO;3927015088;amministrazione@sinapsisas.it;
EISMANN SIR;AZIENDA;MOLINA,18;SONA;457160211;laura.padovani@iesmann.com;
TEK SERVICE S.R.L.;AZIENDA;VIA PISACANE, 2/A;CASTEL D'AZZANO;45581031;tekservice@tekservice.it;
JUST ITALIA SPA;AZIENDA;VIA COLOGNE,12;GREZZANA;458658111;just@just.it;
MAXSTONE SRL;AZIENDA;VIA SOMMACAMPAGNA,63D/E;VERONA;456668051;maxstone@legalmail.it;
MAXSTONE SRL;AZIENDA;VIA SOMMACAMPAGNA,63D/E;VERONA;456668051;maxstone@legalmail.it;
GREEN CITY SOC.COOP;AZIENDA;VIA ENRICO FERMI,13/C;VERONA;3420226438;greencity@legalmail.it;
MTD SRL;AZIENDA;VIA VOLTA 2;PESCANTINA;457157266;info@mtdsrl.it;
MODELLERIA ADIGE;AZIENDA;VIA BASSONE,23;VERONA;458511423;modadige@libero.it;
VIP MOTORCYCLES SRL;AZIENDA;VIA DELL'AGRICOLTURA,3;SOMMACAMPAGNA;45510174;h-paradise@h-paradise.it;
BETTELLI STUDIO ASSOCIATO;AZIENDA;PIAZZA GARIBALDI 6/D;SAN MARTINO BUON ALBERGO;45990875;bettelli@studiobettelli.it;
CREACTIVES S.P.A.;AZIENDA;VIA E.FERMI 4;VERONA;456261357;serena.bevilacqua@creactives.com;
OFFICINA TECNOFRENO SRL;AZIENDA;VIA BRENNERO 101;SAN PIETRO IN CARIANO;457725271;tecnofreno@infinito.it;
VILLAFRUT SRL;AZIENDA;VIA VILLAFONTANA  253;OPPEANO;456998150;info@villafrut.it;
LUBTECH S.R.L.;AZIENDA;VIA MONDADORI, 38/40;VERONA;458921195;info@lubtech.it;
SIMECC SRL;AZIENDA;VIA FONTANELLE,24A/B;RONCO ALL'ADIGE;456600621;amministrazione@simecc.it;
16 TELEFONIA SAS;AZIENDA;VIA MANTOVANA,91/C;VERONA;456930482;16telefonia@gmail.com;
SERVICE MED SPA;AZIENDA;VIA DELL'AGRICOLTURA,38;BUSSOLENGO;456717441;info@servicemed.it;
IL POINT SRL;AZIENDA;VIALE DELL'INDISTRIA,13;VERONA;45580892;ilpointvr@ilpoint.it;
TORNERIA MECCANICA RONCONI GIUSEPPE;AZIENDA;VIA DELL'ARTIGIANATO,39/41;BOVOLONE;457103378;ronconi.giuseppe@libero.it;
OFFICINA TURCO TIZIANO;AZIENDA;VIA FABIO FILZI,101;ILLASI;457834046;;
GIESSE SCAMPOLI SR;AZIENDA;VIA ARCHIMEDE,7/9;NEGRAR;455714040;info@giessescampoli.com;
MAGAZZINI FRIGORIFERI SURGELO SRL;AZIENDA;LOCALITA' CAMPALTO,5/9;SAN MARTINO BUON ALBERGO;45990263;info@surgelo.com;
USI ITALIA SRL;AZIENDA;VIA DELLA METALLURGICA 14;VERONA;458510388;info@usiitalia.it;
STULZ SPA;AZIENDA;VIA TORRICELLI 3;VALEGGIO SUL MINCIO;456331600;nadia.perugini@stulz.it;
CANGRANDE SAS DI BRIGHENTI G & C;AZIENDA;STRADA DELLA GIARA 9/E;POIANO;458403336;agenzia@cangrandeauto.it;
B&C LAVORAZIONI INOX SAS;AZIENDA;VIA TICINO,11;S.GIOVANNI PUPATOTO;45546005;b.e.c.lavorazioni@alice.it;
AUTOTRASPORTI CORSI GIUSEPPE;AZIENDA;VIA CORSO 2, 37036;S.MARTINO B.A.;45990250;autotrasporticorsi@libero.it;
WINTRADE SRL;AZIENDA;C.SO S.ANASTASIA,11;VERONA;458002116;amministrazione@wintrade.it;
WINTRADE SRL;AZIENDA;C.SO S.ANASTASIA,11;VERONA;458002116;amministrazione@wintrade.it;
GIR.C.A. SRL;AZIENDA;VIA GARDESANA,143;BUSSOLENGO;456766186;;
BIROLLI F & C SNC;AZIENDA;VIA GIAROLA,1;SONA;45891082;lorenzobirolli@alice.it;
BLUE DISTRIBUTION SRL;AZIENDA;VIA LOCATELLI;VERONA;;claudia@bluedistribution.com;
KEY ACCESS SRL;AZIENDA;VIA MARCONI 14,;AFFI;456203200;righetti.si@hyphen-italia.com;
KEY ACCESS SRL;AZIENDA;VIA MARCONI 14,;AFFI;456203200;righetti.si@hyphen-italia.com;
AUTECHNO SAS;AZIENDA;VIA A.POIANI 8;VILLAFRANCA DI VERONA;45512712;info@autechno.it;
LOGISTICA UNO EUROPE SRL;AZIENDA;VIA CONFIGLIACHI 41/D;ABANO TERME;456767077;logisticauno@pec.it;
SIDERGAS SPA;AZIENDA;VIALE RIMENBRANZA 17;S.AMBROGIO DI VALPOLICELLA ;456862044;;
MAN TRUCK & BUS ITALIA SPA;AZIENDA;VIA MONTE BALDO;DOSSOBUONO DI VILLAFRANCA ;458299646;elisa.disalvo@man.eu;
STUDIO RAG.PAOLO VALLICELLA;SCUOLA;PIAZZA LIBERO VINCO,18;VERONA;458400616;vallicellapaolo@libero.it;
CASSIANI TECNOLOGIE SRL;AZIENDA;VIA STAZIONE,128/B;CASTELNUOVO DEL GARDA;456081625;amministrazione@cassianitecnologie.it;
GIACOMELLI SRL;AZIENDA;VIA TEVERE,4/A;SONA;458681097;info@giacomellisrl.com;
PROSYSTEM SRL;AZIENDA;VIA STAFFALI,19;DOSSOBUONO;458600074;p.bortolazzi@prosystem-packaging.com;
V.G.V. SRL;AZIENDA;VIA ISORELLA,49;CALVISANO;309934010;info@vgvsrl.com;
AGRISERVICE 2016 SRL;AZIENDA;VIA DELL'INDUSTRIA,33;SOMMACAMPAGNA;45515188;commerciale@agriservice2016.it;
W-T-S  SRL;AZIENDA;VIA ALDO MORO;POVEGLIANO VERONESE;456351426;info@w-t-s.it;
FRA IVA SNC;AZIENDA;VIA STRA' 164/7;COLOGNOLA AI COLLI;456152480;;
FRONIUS ITALIA SRL;AZIENDA;VIA DELL'AGRICOLTURA,46;BUSSOLENGO;456763801;pv-amministrazione-italy@fronius.com;
VIVIANI SRL;AZIENDA;VIA TIONE 9,;PASTRENGO;456770334;ristorante@pescherieviviani.com;
UNIVERSITA' DEGLI STUDI DI VERONA;UNIVERSITÀ;STRADA DELLE GRAZIE 15;VERONA;458027071;segreteria.di@ateneo.univr.it ;
UNIVERSITA' DEGLI STUDI DI VERONA;UNIVERSITÀ;STRADA DELLE GRAZIE 15;VERONA;458027071;segreteria.di@ateneo.univr.it ;
UNIVERSITA' DEGLI STUDI DI VERONA;UNIVERSITÀ;STRADA DELLE GRAZIE 15;VERONA;458027071;segreteria.di@ateneo.univr.it ;
UNIVERSITA' DEGLI STUDI DI VERONA;UNIVERSITÀ;STRADA DELLE GRAZIE 15;VERONA;458027071;segreteria.di@ateneo.univr.it ;
AVV.MIRKO ZAMBALDO;AZIENDA;STRA.NE PORTA PALIO,68;VERONA;458030278;studio.legale@zamik.it;
TOSCOVENETA IMPIANTI SNC DI ROMAGNOLI;AZIENDA;VIA MONTE SABOTINO.26;BUSSOLENGO;457157958;amministrazione@toscaveneta.it;
PIZZEGHELLA STEVAN SRL;AZIENDA;VIA E.FERMI,9;PESCANTINA;456750078;info@stevanelevatori.it;
CSLAB DI CHIARA FRANCESCA STORTI;AZIENDA;VIA RAGAZZIDEL 99,1;RECOARO TERME;3475731687;info@chiarastorti.it;
VUESSE S.R.L.;AZIENDA;VIA E.TORRICELLI,15/B;VERONA;45581400;vuessesnc@vuessecassaforti.it;
NEUFRA SPEDIZIONI SRL;AZIENDA;VIA CA'NOVA ZAMPIERI 4E;SAN GIOVANNI LUPATOTO;458774111;verona@neufra.it;
NEUFRA SPEDIZIONI SRL;AZIENDA;VIA CA'NOVA ZAMPIERI 4E;SAN GIOVANNI LUPATOTO;458774111;verona@neufra.it;
GRUPPO MANARA S.P.A.;AZIENDA;VIA CADALORA 62;OPPEANO;;leonora.pelizzaro@gruppomanara.com;
GRUPPO MANARA S.P.A.;AZIENDA;VIA CADALORA 62;OPPEANO;;leonora.pelizzaro@gruppomanara.com;
MONDIALTRANS SRL;AZIENDA;SOGARE,5;VERONA;458102154;mondialtrans@tin.it;
GRUPPO VOLTA SRL;AZIENDA;VIA BUSSOLENGO,8;SOMMACAMPAGNA;45515265;info@gruppovolta.it;
ROBERTO QUATTRINA SRL;AZIENDA;VIA MONTE PASTELLO,14/A;SAN GIOVANNI LUPATOTO;459251252;amm@robertoquattrina.com;
M.G.IMPIANTI DI MANI GRAZIANO;AZIENDA;VIA ZORZI,7;VERONA;3470314182;gectosco@alice.it;
ITC SRL;AZIENDA;VIA E.TORRICELLI 59/61;VERONA;458620872;sonia@itc-verona.com;
UNIMEC SRL;AZIENDA;VIA G.PUCCINI 9;SAN MARTINO BUON ALBERGO;458780620;;
A.A. AUTOMATISMI ANTIFURTI SRL;AZIENDA;VIA ADAMELLO 12/B;SAN MARTINO BUON ALBERGO;45992338;info@aaverona.it;
EDS ELECTRONIC DETECTION SYSTEMS;AZIENDA;VIA CA' NOVA ZAMPIERI, 6;SAN GIOVANNI LUPATOTO;45547529;;
RIGHETTI RIDOLFI SPA;AZIENDA;VIA SAN QUIRICO 9;SONA;456080950;;
RIGHETTI RIDOLFI SPA;AZIENDA;VIA SAN QUIRICO 9;SONA;456080950;;
CALIBER SRL;AZIENDA;VIA DEL LAVORO 9/A;VIGASIO;457364614;info@calibersrl.it;
DARWINNET SRL;AZIENDA;VIA VALPOLICELLA 229;SANT'AMBROGIO DI VALPOLICELLA;456888508;michele.morando@darwinnet.it;
ATIMAR SAS;AZIENDA;VIA CARDUCCI,38;SETTIMO MILANESE;23286111;;
MARANA FORNI;AZIENDA;VIA TURBINA,98;VERONA;456704503;info@maranaforni.it;
I.T.O.  S.R.L.;AZIENDA;VIA FLAVIO GIOIA 39/A;VERONA;452089103;;
S4WEB DI SCIMEMI A. E ZANETTI L. SNC;AZIENDA;VIA VASCO DE GAMA,8;BARDOLINO;3476225205;info@s4web.it;
S4WEB DI SCIMEMI A. E ZANETTI L. SNC;AZIENDA;VIA VASCO DE GAMA,8;BARDOLINO;3476225205;info@s4web.it;
OLIP ITALIA S.P.A.;AZIENDA;VIA CONFINE, 13;LAZISE;456463111;giampietro.dallevedove@olip.it;
TECNOVAP S.R.L.;AZIENDA;VIA DEI SASSI 1/A;PESCANTINA;456767252;amministrazione@tecnovap.com;
TECNOVAP S.R.L.;AZIENDA;VIA DEI SASSI 1/A;PESCANTINA;456767252;amministrazione@tecnovap.com;
COOP. SERVICE SOCIETA' COOPERATIVA;AZIENDA;VIA NAPOLEONICA,7;REZZATO;302594360;info@coopservice.info;
INNOVAGROUP STABILIMENTO DI ERBE' SRL;AZIENDA;VIA DELLA LIBERTA',6;ERBE';458961620;erbe@innovagroup.it;
IMPRESA BERNARDI CHRISTIAN;AZIENDA;VIA RAGAZZI DEL'99,16;SAN GIOVANNI LUPATOTO;3451422546;costruzioni.bernardi@gmail.com;
TX LOGISTIK AG;AZIENDA;PIAZZA WALTHER,22;BOLZANO;458624614;s.avesani@txlogistik.eu;
AMIA - AZIENDA MULTISERVIZI DI IGIENE AMBIENTALE DI VERONA;AZIENDA;VIA BARTOLOMEO AVESANI 31;VERONA;458063459;amia.verona@amiavr.it;
VOLLMER WERKE MASCHINENFABRIK;AZIENDA;VIA EHINGER 34;BIBERACH;4,97E+11;s.moll@vollmer-group.com;
A.T.M. SAS DI AIANI CLAUDIO & C.;AZIENDA;VIA CA'BALOTTA,1;AFFI;457280255;info@atmsas.com;
CARRARO NICOLA;AZIENDA;VIA DEGLI OLMI,22;LAZISE;3482724237;carrarocaldaie@gmail.com;
COLORIFICIO A E B CASATI SPA;AZIENDA;VIA VALPANTENA 59/B;VERONA;45550244;federico.disola@casati.it;
ANTICA TRATTORIA DA BEPI SNC;AZIENDA;VIA VALPOLICELLA;MARANO DI VALPOLICELLA;457755001;vitozardini@gmail.com;
CASAESPORT DI LAURA BELTRAME;AZIENDA;VIA GEN.CHINOTTO 9D;VERONA;458350728;info@casaesport.it;
ACCENTURE S.P.A.;AZIENDA;VIA MAURIZIO QUADRO, 17;MILANO;;francesca.bianchi@accenture.com;
STUDIUM GROUP SRL;AZIENDA;VIALE DEL COMMERCIO 47;VERONA;458761700;monica.bombieri@studium.it;
STV STUDIO ASSOCIATO;AZIENDA;CIRCOVALLAZIONE BRAN  828/5;CAPRINO VERONESE;456260677;;
FORNACE S.R.L.;AZIENDA;VIA ISONZO ,11;VERONA;456800977;info@fornacestudio.com;
FORNACE S.R.L.;AZIENDA;VIA ISONZO ,11;VERONA;456800977;info@fornacestudio.com;
FLAEM NUOVA SPA;AZIENDA;VIA COLLI STORICI,22;DESENZANO DEL GARDA;309910168;lorella.abate@flaemnuova.it;
LAVASTIR-LEONCINOAIR SRL;AZIENDA;VIA ALTICHIERO 37;ZEVIO;457850393;info@leoncinoair.com;
TMB SRL;AZIENDA;VIA CA'NOVA ZAMPIERI ,5;SAN GIOVANNI LUPATOTO;458774299;tmb@tmbvac.it;
TMB SRL;AZIENDA;VIA CA'NOVA ZAMPIERI ,5;SAN GIOVANNI LUPATOTO;458774299;tmb@tmbvac.it;
TMB SRL;AZIENDA;VIA CA'NOVA ZAMPIERI ,5;SAN GIOVANNI LUPATOTO;458774299;tmb@tmbvac.it;
MOTOR SERVICE SAS DI CARMINE MUTO & C.;AZIENDA;VIA EMILIA 16;SONA;456700685;;
LAMBROCCHI ANDREA;AZIENDA;VILLAGGIO ALBARE' 10;FERRARA DI MONTE BALDO;3402959954;andrealambrocchi@gmail.com;
CONSORZIO ZAILOG;AZIENDA;VIA SOMMACAMPAGNA 61;VERONA;458082186;info@zailog.it;
PLAY GAMES SNC;AZIENDA;LARGO SALVO D'ACQUISTO 24;BUSSOLENGO;3394254819;;
GEVA SRL;AZIENDA;VIA DELL'ARTIGIANATO,16;SONA;456095196;amministrazione@geva-srl.it;
GEVA SRL;AZIENDA;VIA DELL'ARTIGIANATO,16;SONA;456095196;amministrazione@geva-srl.it;
ASD NOI LA SORGENTE;AZIENDA;VIA DEL QUADRATO 2;VERONA;3357325495;segreteria@asdnoisorgente.it;
COMBICARGO SRL;AZIENDA;VIA GIOVANNI DELLA CASA 19;VERONA;455117223;direzione@combicargosrl.com;
GEKO VIAGGI DI GES.CO SRL;AZIENDA;STRADA LANGHIRANO 36;PARMA;4,41E+11;gruppi@gekoviaggi.it;
IPSEOA A.BERTI;SCUOLA;VIA A.BERARDI 51;VERONA;45569443;vrrh02000x@istruzione.it;
PERLATI MARCELLINO;AZIENDA;VIA PINDEMONTE 4;SANMARTINO BUON ALBERGO;3475422554;m.perlati@libero.it;
ULTRASTUDIO;AZIENDA;VIA GALILEO GALILEI 4;CASTEL D'AZZANO;3922373843;info@ultrastudio.pro;
EDILE SRL;AZIENDA;VIA GARIBALDI 5/4;S.GIOVANNI LUPATOTO ;458750987;edilesgl@alice.it;
ELETTRICA SCALIGERA SAS;AZIENDA;VIA C.BELVIGLIERI 46;VERONA;458402821;info@elettronicascaligera.it;
ADAMI TECNICA BILIARDI SRL;AZIENDA;VIA LAZZARETTO 83/A;VERONA;45528169;adamibiliardi@adamibiliardi.com;
ELECTRIC LABS SRL;AZIENDA;VIA DELL'INDUSTRIA 1/3;CASTELNUOVO DEL GARDA;3403951858;info@eletriclabs.it;
ASS.BANCO ALIMENTARE DELVENETO ONLUS;AZIENDA;VIA E.TORRICELLI 18;VERONA;45847929;info@veneto.bancoalimentare.it;
SYATEC SRL;AZIENDA;VIA DELL'ARTIGIANATO,10;NOGAROLE ROCCA;457952342;info@syatec.it;
SYATEC SRL;AZIENDA;VIA DELL'ARTIGIANATO,10;NOGAROLE ROCCA;457952342;info@syatec.it;
ELETTRICALAN DI DI CAPRIO A.;AZIENDA;VIA RAIMONDO VIANELLO,79;PESCHIERA DEL GARDA;3334653102;elettricalan.alan@gmail.com;
AMBROSI IMPIANTI SNC;AZIENDA;VIA DON GIOVANNI VERONESE 10;ERBE';457325067;anbrosi-impianti@ambrosi-impianti.it;
RFI RETE FERROVIARIA ITALIANA;AZIENDA;PIAZZA DELLA CROCE ROSSA 1;ROMA;;;
BIOMEDICALE SRL;AZIENDA;VIALE ANDREA DORIA 17;MILANO;2976791;HR@BIOMEDICALE.BIO;
AVV.FRANCESCA PASETTO;AZIENDA;VIA DELLE PIEVE 63;S.PIETRO INCARIANO;3282129760;;
GIADA3 SRL;AZIENDA;VIA DEI CASTAGNI 42;BOSCO CHIESANUOVA;45995410;info@zaniniadv.it;
MOTOMAXI SNC;AZIENDA;VIA BRENNERO 74;PESCANTINA;3283058093;info@motomaxi .it;
EUROGROUP ITALIA SRL;AZIENDA;VIA TOLOMEO;VERONA;458630561;raffaellabianconi@eurogroupitalia.it;
ALBA TECNOLOGY SOC COOP;AZIENDA;VIALE DEL LAVORO 21;VERONA;455112022;albatecnology@legalmail.it;
PERINA GIANCARLO SRL;AZIENDA;VIA CHIODA 177;VERONA;458601326;perina.giancarlo@gmail.com;
PERINA GIANCARLO SRL;AZIENDA;VIA CHIODA 177;VERONA;458601326;perina.giancarlo@gmail.com;
BENBOLTS DI BENCINI SRL;AZIENDA;VIA TORRICELLI 3/A;VERONA;458202822;info@benbocts.it;
VULCANIA SYSTEM SRL;AZIENDA;VIA UGO ZANNONI 8;VERONA;45506015;amministrazione@vulcaniasystem.it;
DELLAS SPA;AZIENDA;PEMISA 12;GREZZANA;458801522;;
FULCRO SRL UNIPERSONALE;AZIENDA;VIALE BRENNERO 27;VERONA;458890026;info@fulcro.net;
MOTOSCOOTER SERVICE DI TACCONI S.;AZIENDA;VIA BOSCO 25/A;SONA;453194018;Motoscooter.service@gmail.com;
